id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
uteG6HIb4an-y5fFCXWo7w,anarkali-indian-restaurant-los-angeles,Anarkali Indian Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/Aqdm3HRvTyZA0D6HJGvIug/o.jpg,False,https://www.yelp.com/biz/anarkali-indian-restaurant-los-angeles?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,4441,"[{'alias': 'indpak', 'title': 'Indian'}]",4.4,"{'latitude': 34.08366, 'longitude': -118.34327}","['pickup', 'delivery']",$$,"{'address1': '7013 Melrose Ave', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90038', 'country': 'US', 'state': 'CA', 'display_address': ['7013 Melrose Ave', 'Los Angeles, CA 90038']}",+13239346488,(323) 934-6488,3161.623628062023
TkFEKhsCixPWlShULKvMdQ,bottega-louie-los-angeles,Bottega Louie,https://s3-media1.fl.yelpcdn.com/bphoto/rAImnKvUNcNY8i6qEDWrZA/o.jpg,False,https://www.yelp.com/biz/bottega-louie-los-angeles?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,18729,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.1,"{'latitude': 34.047056, 'longitude': -118.256544}",['pickup'],$$,"{'address1': '700 S Grand Ave', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90017', 'country': 'US', 'state': 'CA', 'display_address': ['700 S Grand Ave', 'Los Angeles, CA 90017']}",+12138021470,(213) 802-1470,6187.230518693633
LNb-ElJwKIXS6Lx5xdRB1Q,toca-madera-los-angeles-los-angeles,Toca Madera - Los Angeles,https://s3-media3.fl.yelpcdn.com/bphoto/ccCxvbgyuc_2fC8lepXcLQ/o.jpg,False,https://www.yelp.com/biz/toca-madera-los-angeles-los-angeles?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,3237,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'steak', 'title': 'Steakhouses'}]",3.8,"{'latitude': 34.072969, 'longitude': -118.374972}",[],$$$,"{'address1': '8450 W 3rd St', 'address2': '', 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8450 W 3rd St', 'Los Angeles, CA 90048']}",+13238529400,(323) 852-9400,5094.755306379942
kdTFcDSl9vAR-btEm1Q2uw,bao-dim-sum-house-los-angeles,Bao Dim Sum House,https://s3-media4.fl.yelpcdn.com/bphoto/Su6hAn4L13LnK_1aZ-dDqQ/o.jpg,False,https://www.yelp.com/biz/bao-dim-sum-house-los-angeles?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,3583,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",4.0,"{'latitude': 34.07577, 'longitude': -118.36982}","['delivery', 'pickup']",$$,"{'address1': '8256 Beverly Blvd', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90048', 'country': 'US', 'state': 'CA', 'display_address': ['8256 Beverly Blvd', 'Los Angeles, CA 90048']}",+13236556556,(323) 655-6556,4738.489996384992
MlmcOkwaNnxl3Zuk6HsPCQ,slurpin-ramen-bar-la-los-angeles-2,Slurpin' Ramen Bar - LA,https://s3-media2.fl.yelpcdn.com/bphoto/axO_FH4VwDYcPQOuabFi6g/o.jpg,False,https://www.yelp.com/biz/slurpin-ramen-bar-la-los-angeles-2?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,5728,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'desserts', 'title': 'Desserts'}]",4.4,"{'latitude': 34.0575840824697, 'longitude': -118.30686791039828}","['pickup', 'delivery']",$$,"{'address1': '3500 W 8th St', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90005', 'country': 'US', 'state': 'CA', 'display_address': ['3500 W 8th St', 'Los Angeles, CA 90005']}",+12133888607,(213) 388-8607,1409.1590073255297
zf62D_W7iGzgdV6U_CeApQ,pakwan-restaurant-16th-street-san-francisco,Pakwan Restaurant - 16th Street,https://s3-media2.fl.yelpcdn.com/bphoto/WTZeRvyiPIB72r2cTDDnPA/o.jpg,False,https://www.yelp.com/biz/pakwan-restaurant-16th-street-san-francisco?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,1973,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'pakistani', 'title': 'Pakistani'}, {'alias': 'halal', 'title': 'Halal'}]",3.9,"{'latitude': 37.7649156994629, 'longitude': -122.423777393059}","['pickup', 'delivery']",$$,"{'address1': '3180-82 16th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['3180-82 16th St', 'San Francisco, CA 94103']}",+14152552440,(415) 255-2440,1199.9400138273543
8dUaybEPHsZMgr1iKgqgMQ,sotto-mare-san-francisco-4,Sotto Mare,https://s3-media3.fl.yelpcdn.com/bphoto/o3hIcGLMxV_5ynxEjGWGrw/o.jpg,False,https://www.yelp.com/biz/sotto-mare-san-francisco-4?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,5278,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'bars', 'title': 'Bars'}]",4.3,"{'latitude': 37.79979, 'longitude': -122.40834}","['pickup', 'delivery']",$$,"{'address1': '552 Green St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['552 Green St', 'San Francisco, CA 94133']}",+14153983181,(415) 398-3181,4970.484877370465
SGRmnarrNuVEsAjYdEoA0w,el-farolito-san-francisco-2,El Farolito,https://s3-media1.fl.yelpcdn.com/bphoto/ujom-U5GUrWZk5WfTr6MIQ/o.jpg,False,https://www.yelp.com/biz/el-farolito-san-francisco-2?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,5458,"[{'alias': 'mexican', 'title': 'Mexican'}]",4.2,"{'latitude': 37.75265, 'longitude': -122.41812}",['pickup'],$,"{'address1': '2779 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2779 Mission St', 'San Francisco, CA 94110']}",+14158247877,(415) 824-7877,1845.9442151607977
M0JTO3oyu6gxh1mfFjU-dA,san-tung-san-francisco-2,San Tung,https://s3-media2.fl.yelpcdn.com/bphoto/SCcmz_xvKpE_5Tj5ZSe4Gg/o.jpg,False,https://www.yelp.com/biz/san-tung-san-francisco-2?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,8155,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.1,"{'latitude': 37.76378306790313, 'longitude': -122.46900735179602}",['pickup'],$$,"{'address1': '1031 Irving St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1031 Irving St', 'San Francisco, CA 94122']}",+14152420828,(415) 242-0828,2880.1394717686867
HHtpR0RslupSQ99GIIwW5A,marufuku-ramen-san-francisco-5,Marufuku Ramen,https://s3-media4.fl.yelpcdn.com/bphoto/ouK2VmW0SrI70jsJpTxJhw/o.jpg,False,https://www.yelp.com/biz/marufuku-ramen-san-francisco-5?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,5059,"[{'alias': 'ramen', 'title': 'Ramen'}]",4.5,"{'latitude': 37.78522, 'longitude': -122.43157}","['delivery', 'pickup']",$$,"{'address1': '1581 Webster St', 'address2': 'Ste 235', 'address3': None, 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1581 Webster St', 'Ste 235', 'San Francisco, CA 94115']}",+14158729786,(415) 872-9786,2720.8040341590026
WM2JQP4yzQHPbIh-wNdK6g,cumin-chicago,Cumin,https://s3-media3.fl.yelpcdn.com/bphoto/FiOzY98N0FRQ_0jkrs6m0g/o.jpg,False,https://www.yelp.com/biz/cumin-chicago?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,1007,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'himalayan', 'title': 'Himalayan/Nepalese'}]",3.8,"{'latitude': 41.9074789, 'longitude': -87.6732148}","['delivery', 'pickup']",$$,"{'address1': '1414 N Milwaukee Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60622', 'country': 'US', 'state': 'IL', 'display_address': ['1414 N Milwaukee Ave', 'Chicago, IL 60622']}",+17733421414,(773) 342-1414,438.0299696817857
t2nXebM7aqTj_qq6saZ89g,eataly-chicago-chicago-6,Eataly Chicago,https://s3-media3.fl.yelpcdn.com/bphoto/-51tE5R_DODX6IBAOqkEeA/o.jpg,False,https://www.yelp.com/biz/eataly-chicago-chicago-6?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,4346,"[{'alias': 'gourmet', 'title': 'Specialty Food'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]",3.9,"{'latitude': 41.892335432963, 'longitude': -87.6262607945148}","['pickup', 'delivery']",$$,"{'address1': '43 E Ohio St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60611', 'country': 'US', 'state': 'IL', 'display_address': ['43 E Ohio St', 'Chicago, IL 60611']}",+13125218700,(312) 521-8700,4496.376678474428
f1P5hZSitUEAC-mtXlBB7w,del-seoul-chicago,Del Seoul,https://s3-media4.fl.yelpcdn.com/bphoto/hlceYDBDZ_113v1Z97HzuA/o.jpg,False,https://www.yelp.com/biz/del-seoul-chicago?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,2378,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'tacos', 'title': 'Tacos'}]",4.3,"{'latitude': 41.929444, 'longitude': -87.643016}","['pickup', 'delivery']",$$,"{'address1': '2568 N Clark St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60614', 'country': 'US', 'state': 'IL', 'display_address': ['2568 N Clark St', 'Chicago, IL 60614']}",+17732484227,(773) 248-4227,3935.0598030268097
s1JPKx5lAeoq7QU8pmN-5A,minghin-cuisine-chicago-3,MingHin Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/_rc0nGdCbFMaiOzHY9xJFg/o.jpg,False,https://www.yelp.com/biz/minghin-cuisine-chicago-3?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,2843,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'cantonese', 'title': 'Cantonese'}]",3.9,"{'latitude': 41.8532564325305, 'longitude': -87.6349026829699}","['pickup', 'delivery']",$$,"{'address1': '2168 S Archer Ave', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60616', 'country': 'US', 'state': 'IL', 'display_address': ['2168 S Archer Ave', 'Chicago, IL 60616']}",+13128081999,(312) 808-1999,6783.428262732518
zIXZtgiir9CVF-iZeeAvaQ,ramen-san-chicago,RAMEN-SAN,https://s3-media1.fl.yelpcdn.com/bphoto/4TSQCELv2FWXt7ks-HLTQQ/o.jpg,False,https://www.yelp.com/biz/ramen-san-chicago?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,2986,"[{'alias': 'ramen', 'title': 'Ramen'}]",3.9,"{'latitude': 41.889798, 'longitude': -87.630293}","['pickup', 'delivery']",$$,"{'address1': '59 W Hubbard St', 'address2': '', 'address3': '', 'city': 'Chicago', 'zip_code': '60654', 'country': 'US', 'state': 'IL', 'display_address': ['59 W Hubbard St', 'Chicago, IL 60654']}",+13123779950,(312) 377-9950,4286.763358997224
tdyxEx9LvctvjDPqP4zuFA,pondicheri-houston,Pondicheri,https://s3-media1.fl.yelpcdn.com/bphoto/u0e3A4HlyHqdvtJD2HSLxA/o.jpg,False,https://www.yelp.com/biz/pondicheri-houston?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,1320,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'vegetarian', 'title': 'Vegetarian'}]",3.7,"{'latitude': 29.741538, 'longitude': -95.419487}","['pickup', 'delivery']",$$,"{'address1': '2800 Kirby Dr', 'address2': 'Ste B132', 'address3': '', 'city': 'Houston', 'zip_code': '77098', 'country': 'US', 'state': 'TX', 'display_address': ['2800 Kirby Dr', 'Ste B132', 'Houston, TX 77098']}",+17135222022,(713) 522-2022,6230.857248497659
x4WealiPVG-tzwzhe7nvpw,north-italia-houston,North Italia,https://s3-media3.fl.yelpcdn.com/bphoto/jNVzNb0v96ized80X-nBbQ/o.jpg,False,https://www.yelp.com/biz/north-italia-houston?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,2350,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"{'latitude': 29.7485868638914, 'longitude': -95.4620253208921}",['delivery'],$$,"{'address1': '1700 Post Oak Blvd', 'address2': 'Ste 190', 'address3': '', 'city': 'Houston', 'zip_code': '77056', 'country': 'US', 'state': 'TX', 'display_address': ['1700 Post Oak Blvd', 'Ste 190', 'Houston, TX 77056']}",+12816054030,(281) 605-4030,9988.23490852096
xdx57Qj1FJi0MK8kwzbeuA,la-calle-tacos-houston-16,La Calle Tacos,https://s3-media4.fl.yelpcdn.com/bphoto/kBz7FTgW_qDGoFn5IIST9w/o.jpg,False,https://www.yelp.com/biz/la-calle-tacos-houston-16?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,1151,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'latin', 'title': 'Latin American'}]",4.0,"{'latitude': 29.7634662971423, 'longitude': -95.3606901858526}","['pickup', 'delivery']",$$,"{'address1': '909 Franklin St', 'address2': '', 'address3': '', 'city': 'Houston', 'zip_code': '77002', 'country': 'US', 'state': 'TX', 'display_address': ['909 Franklin St', 'Houston, TX 77002']}",+18327358226,(832) 735-8226,84.47003809935325
SfZFGfL8DYubrl_k_3wV8w,fat-bao-houston,Fat Bao,https://s3-media2.fl.yelpcdn.com/bphoto/PU5Ui_i_hoDTUXLcrBrF7w/o.jpg,False,https://www.yelp.com/biz/fat-bao-houston?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,1833,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.1,"{'latitude': 29.7351499099632, 'longitude': -95.4181346297265}","['delivery', 'pickup']",$$,"{'address1': '3419 Kirby Dr', 'address2': '', 'address3': '', 'city': 'Houston', 'zip_code': '77098', 'country': 'US', 'state': 'TX', 'display_address': ['3419 Kirby Dr', 'Houston, TX 77098']}",+17136770341,(713) 677-0341,6422.8727504298795
MtrXTHsxOCw0iCtOlPhrGQ,jinya-ramen-bar-houston-houston,JINYA Ramen Bar - Houston,https://s3-media2.fl.yelpcdn.com/bphoto/QbDb4ufn9COGfbok5ftblw/o.jpg,False,https://www.yelp.com/biz/jinya-ramen-bar-houston-houston?adjust_creative=mUhtpg0LANTRd76OAeN1RQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=mUhtpg0LANTRd76OAeN1RQ,3531,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.3,"{'latitude': 29.742723802244495, 'longitude': -95.379789404483}","['pickup', 'delivery']",$$,"{'address1': '3201 Louisiana St', 'address2': 'Ste 105', 'address3': '', 'city': 'Houston', 'zip_code': '77006', 'country': 'US', 'state': 'TX', 'display_address': ['3201 Louisiana St', 'Ste 105', 'Houston, TX 77006']}",+18329258596,(832) 925-8596,2969.592953112616
