user_id,name,timestamp,rating,text
lBDdQxziaqLjomMcGzVvjg,Livia X.,2024-03-10 06:50:45,3,"This was my third time here. In the past the food has been phenomenal hence why I've came back. But this time, it wasn't great. The fried rice and scallion..."
nSOf0NLbCxggtojX-BD0tg,Emily G.,2024-02-27 18:14:10,3,This was the first places I've dined in NYC where i said to myself... i can cook better than this. I ordered the Shanghai stir fried noodles (with chicken)....
rw9acb-b2pUYY0euD1Ah6A,Daniela C.,2024-02-05 15:32:42,4,"Food si really good, service is cool. Do not recommend for largue groups and def make a reservation"
dkdZ5FnOSeCpM2zm0igA1w,Brendon M.,2024-02-25 22:22:32,5,Really great ramen place in manhattan. The noodles were super chewy and broth really flavorful. The texture of the noodles is truly like no other udon...
4vMSNOuDD5REgHN1tf9lXA,Erica K.,2024-02-19 00:25:18,5,One of my favorite udon places! The noodles don't disappoint. It's so bouncy and chewy and Al Dante. I tried their shrimp tempura udon and the flavor was...
Xpk4Lj99kxRv-cEz__N6qw,Denise A.,2024-02-17 07:59:22,4,"We visited this culturally diverse Queens neighborhood in search of authentic Tibetan cuisine to celebrate Losar (Tibetan New Year). Alas, most were closed..."
CgY1aawHOqe49qW8sfNAAg,Frank W.,2024-02-10 11:09:08,5,"My friend and I ordered well at Himalayan Yak. But we missed what we wanted to try. They had revised the menu. He, more adventuresome (and I am not shy..."
NoynuFKqon0eZW3AwdWfxA,Mizan R.,2023-12-20 22:30:06,5,"The door outside is epic so i had to see the inside and it's really nice vibes and cozy yet tons of room there's live music and a bar

the food took a long..."
yAPiBHFFUBxgP3_pKl9DXg,Lenor R.,2023-12-16 15:15:45,5,"Extraordinary 
The food was superb on both occasions when I dined at L'incontro.
Staff was attentive but not hovering.  Chef owner Rocco was welcoming 
and..."
ur5bJISrKfDUQdUBIbcIJQ,Keith S.,2023-11-18 12:37:40,5,"My wife & I had dinner fir our 12yr wedding anniversary 
Highly recommend 
Great service
Huge wine selection 
Awesome food"
_ZT2GrSb31EJ81WV2XlFUw,Donald M.,2023-10-02 12:47:28,5,We were in NY for a family event and wanted to try and Italian restaurant in the neighborhood that I grew up in. I researched the reviews of Trattoria...
Fd1Nx_N-yW1XH-3J69imwQ,Tania P.,2024-02-13 22:17:54,5,"OBSESSED WITH CASA ENRIQUE! 
My husband and I had the pleasure of visiting casa Enrique for our anniversary and it was just a beautiful experience...."
0VQ1MH5sbt1c6N5fSGW0WQ,Kia A.,2024-02-07 19:17:31,5,"Went here on February 7,2024.
Location- A block away from the Vernon Jackson 7 train stop down a side street
Interior- It is L shaped restaurant- not huge...."
O7R6HblHCzsFeFOjVK6Y1Q,Debbie D.,2024-01-16 08:01:05,5,"I'm not a big fan of Mexican food in general. I also went to Pujol few months ago and we were very disappointed with the food, $500 for 2 people, we..."
z9azCMm_-jL6oonU8AKi3A,妍,2024-01-21 08:35:26,3,"If there's really nothing to eat, you can try it out!

I think it's only suitable for foreigners to have fun!"
uEPiVqkUnURe_QcPDRwIBA,Gabriel G.,2024-02-04 11:40:50,5,"AMAZING SERVICE!! I came for my birthday, Kai and sky were awesome! the food was great and the vibes were amazing. definitely my favorite hot pot place ever!"
kbC3ccKj8E9b4w-ISlq93A,rubby S.,2024-02-07 19:33:29,5,yueru service is great and I really enjoy this place  Their food is amazing especially i enjoy chendu spicy hot.
hPrURS-s1-cruSyo9KGqRQ,Jennifer Y.,2024-03-10 14:01:23,5,"Excellent all you can eat special, comes out to $55 (dinner price) with a 20% tip per person. You can order a la carte as well if you want. Drinks are not..."
j8vLWCPlDKm1C8jgAhefhA,Sheena T.,2024-03-05 14:54:53,4,"Well deserved 4 star for Akino.

A few notable item for the star deduction included being seated right next to the bathroom as well a backdoor. We had a..."
AMrhEi4bLvaAcC2XggeBsg,Amanda L.,2024-02-26 08:39:40,5,My new favorite all you can eat sushi spot. It's not too difficult to get to off of the R line and they are very accommodating for large groups. The service...
BqN0fOnbBzHBaNfPnOCpFg,Melissa R.,2024-01-27 20:59:08,5,"We got the chicken tikka masala with saag dal. Both were amazing. The owner was very kind, since it was our first time gave us an extra tikka masala on the..."
Uy1RgWdxo48hXUAldu7UNA,Sara T.,2024-01-21 20:12:06,4,Best Indian food I've had in LA and friendly service! Will definitely be back sometime very soon.
9vxHwqqCB0dNuqz0FU17ng,Emily W.,2024-01-22 21:41:52,5,First time visiting for our friends birthday dinner. Our server Reyad was very polite and attentive despite being the only server on the floor Monday...
J5zbm4_2ISELV3CVJjf2Yw,Adrianna A.,2024-01-21 05:31:40,5,Just fancy and clean great staff great service tasty food will be back again for sure
V-o1S6ZSH9AuS8zkcWr4BQ,David S.,2024-02-09 23:33:41,4,Had a great meal tonight at Bottega - the salmon was perfectly cooked and very flavorful. Love the pizzas. Have to say the service was terrific too- our...
j-yJ2NbJ3UNOjMts4iIu6g,Renee G.,2024-01-27 05:10:37,3,Very good food and the macaroons just top it off love it I'd definitely go back I had the best calamari pasta
6nO0JlAE14OgLJ8T8HYACg,Amelia P.,2024-02-09 13:20:50,5,Good food and gorgeous interior. Dating is perfect place. Service is great too. I wanna go again here
474cE7u9CUPixrwpd_HDQw,Melissa T.,2024-02-02 17:06:59,5,"Great food, staff, and music! Thank you Leslie and Lyndsay for your service last night."
yltO60Z928JMql-qGl4bmQ,Camryn J.,2024-01-24 21:56:25,5,The restaurant is so beautiful and Lyndsay did a great job helping our table! The service was great and the food was amazing
SGDrPrkYUAzzY0gVeWll2g,Lorraine A.,2024-03-03 21:23:25,5,"My favorite dim sum restaurant! 

Boa dim sum is a restaurant located on Beverly blvd. While the area is busy, I've never had an issue finding parking along..."
GrGh-X6TUGbBAm0rjj6QRw,Ashley T.,2024-03-02 19:19:01,4,"Discover the essence of Hong Kong's dim sum on the west side of Los Angeles. Experience the perfect blend of chic ambiance and old-world charm, ideal for..."
2aPBxR9U0BiGnn-Sb3OC4A,Stephanie S.,2024-02-29 16:06:09,5,"If you didn't get dim sum this weekend, this is where you can go get dim sum all day, 7 days a week! This is where you can get all your favorite dim sum..."
UqOjYZCBBBgvB2shK1IYoQ,Lidia S.,2024-02-03 20:43:41,5,"Good food , the servers are nice they are quick  with your drinks over all its a nice place to come and eat and relax and chat with friends ."
oe5dxLsermuClrm-K8HJlA,freddy c.,2024-01-29 16:13:11,5,Great Ramen ! Reccomend it ! I would come here again and I plan to come back when I get the chance ! Korea town LA !
_HvU4pyOSrc0qmvSWoaKBQ,Ashley J.,2024-02-19 13:19:12,5,"Enjoyed the ramen with fatty pork - which upon asking is actually the meat fatty pork option ‍
The broth is a creamy colour which I've never seen but it was..."
ywG2aLIv6-7Cx_QOWXRyBQ,Javed A.,2024-01-16 14:26:40,5,Today I ordered the lunch from Pakwan like always I ordered my food 30 minutes ahead the gentleman over there he always take care of me. Thank you for the...
oC9xsAjd8vGx62nngxHSWw,Avinash V.,2024-02-10 18:05:05,4,"This is a Pakistani restaurant, which is in the area. He does have a significance of food and the flavors that they bring to the table. This is a pretty..."
ZzBD3g5W5Ca7ZOsf5EEX4g,Dave E.,2024-01-11 16:08:55,5,Pakwan is easily the best Indian restaurant I've ever had. The atmosphere was pretty cool. Felt like a young persons place to grab food with friends. Grab...
T8o9AU1lzN3VVlqsaP3rgg,Jose C.,2024-02-22 16:15:39,5,The food was very good and the service was courteous.They have a good parking nearby.
xD0lk3O604zbKxo-SZF6Uw,Steven C.,2024-02-19 23:43:59,5,"Unbelievable food. Great service. Chilling ambiance. The taste of  ""best damn crab Cioppino""  is excellent. Definitely a must-try when visiting."
fdLcByhWu4d_EWU-mpivxw,Esther C.,2024-03-06 16:32:33,5,Dined in store multiple times and it never disappoints. A hole in the wall location and it's always busyyy. Make sure to make a reservation if you have a...
arcUTXfqhIzStCP3apLpzA,Nadine C.,2024-02-05 22:08:43,5,"Came here today, and the food was absolutely amazing! It was one of the best tacos I've ever had, and the staff was honestly so kind and enthusiastic which..."
wjnN6H8k1VLFHhVYqudzug,Alice H.,2024-02-21 23:32:31,4,"Despite a slight discrepancy in pricing compared to the menu, the quality and flavor of the food more than made up for it. We ordered two super burritos,..."
yLZOrUg5UJhQlffSoL-j0Q,Lisa N.,2024-02-12 11:28:31,4,Very tasty burrito.  Got the carnitas burrito and everything tastes great - great job making the burrito - as you can see in my cross section photo...
pl9ZMpk5SiXZsRvcweaEEA,Daniel M.,2024-02-18 20:05:49,5,Buss'n))))) get the wings (a definite must) next must are the wings! Wings& beans. If you're near this side of The City get it my dude! Or sis'
3tBorxwr4wPmQkJ3ZCzfOw,Nadra L.,2024-02-21 13:50:36,5,THEY HAVE SOME OF THE BEST WINGS!!!!! I've never sat and ate inside but they seem to have great customer service when they deliver.
DlkokrwFkDeIoxGdFJ3nlQ,Donna M.,2024-03-06 15:18:06,5,I was referred to this restaurant as the best Chinese food in San Francisco from someone who lives in the East Bay but travels all the way here just to eat...
Y7SbbFVErXI6b-C-oxoN-w,Cynthia P.,2024-02-01 14:34:19,5,I went to have lunch with my brother and it was our first time here and I couldn't recommend this place enough. The service was amazing everyone was so nice...
r3aYdwcSXslrTfx3FAz-pw,Lindsay M.,2024-02-11 09:04:31,5,"been here a couple times, the food and service is amazing !! one of the best ramen's i've had !"
P30iscK-JlxnM7QWaTqqIg,Alejandro C.,2024-02-04 08:32:58,4,The food was good and the prices were reasonable. Quick service. The restaurant was teeming with customers.
HEY6HDqKr-7Z1YVuK7ITJA,Mike R.,2024-02-01 19:43:30,5,Delicious and authentic cuisine. I highly recommend this restaurant as your first introduction to Indian food. This was my first experience and every single...
ctlOk3pjIaMW4t2kwDYifA,Jaee K.,2023-09-03 09:36:43,1,"Below average taste and kabobs were uncooked and had 0 flavor
Very commercial place, rice was not complimentary with the main curries 
I would not recommend..."
PqwdATPsVv1Dhnsw9jPo4w,Melanie T.,2023-07-25 16:31:37,5,This place is so frickin delicious! Its a little on the pricer end but the quality of the food is absolutely worth it. Highly recommend going in person...
bhywq_BZLcijFac7Va829A,Amy W.,2024-02-14 15:42:25,5,I love Eataly! Wonderful food and atmosphere! Great selection of food items to take home to enjoy later. They also have neat branded items. I'd like to have...
1gcjlmMZI5fPNSGhdHn7Bw,Helen W.,2024-01-24 07:27:38,5,"Came here on a Tuesday night and it proves to be true again that you can't never go wrong with Eataly. 

We walked around for 20 mins and spotted 100000..."
f63vve0oib8KwLp5S3XjTw,Craig D.,2024-02-18 10:30:28,1,Terrible experience. Went there for her birthday. No ambiance. Fruit flies buzzing around. Poor food. Lazy service. No idea why people would rave about this...
kKeyzpgbVLq94to0Z_zk_A,Alex Anne M.,2024-03-01 20:35:12,5,"The Bento Boxes are worth the price and ideal if you are sharing it with another person and getting an appetizer too. Plus the Seaweed Salad. Oh, don't..."
Va5G0uEVx20hdd1aJR1iqQ,Joneice B.,2024-03-03 20:07:34,4,This places smells so good even before you enter. That is how I found this place. I went to brunch nearby once and I booked marked this location for yummy...
hyAoMhyUKCBNWc2lbjliiA,Jack T.,2024-01-10 16:10:13,5,Unbelievable food. Shrimp tacos may be the best taco I've ever had. So flavorful and such a big portion of shrimp and slaw in each one. The dumplings were...
05_Uts0-ENcoHgUifbejew,Joanna C.,2024-01-18 08:32:59,5,I LOVE MingHin!!! Great food and flavors and generous portions. Always great atmosphere and friendly staff and management! My favorite egg rolls in the city..
DsJtISWsfKsrtKksfPFOaA,Nick P.,2024-02-20 22:15:11,5,I've been to this location countless times for lunch and dinner. It's great for groups. I've eaten downstairs but mostly upstairs because there is a lot...
_B_CkwdtyYXvfGl12x5hEQ,Joseph M.,2023-12-28 21:30:00,4,A quality restaurant that serves dim sum all day and night? Yes! MingHin is located in a fantastic area in Chinatown and is super close to some excellent...
rR-6RzCCwP0HSni3TJ2wog,Hannah ..,2024-01-23 17:00:29,5,"Quite honestly the best ramen I've ever had in my life. Tonkatsu, add wontons. Load the chili oil. Unreal"
UykLrbp-Wo4fR5nTRqU_HQ,Zach H.,2024-02-19 06:36:26,5,Embarking on a flavor odyssey to Ramen-san in the heart of Chicago isn't just about indulging in umami delights; it's an entire experience that begins the...
mphvb6MRmPgnIT8pmU-x0w,Andy N.,2024-02-06 18:33:59,3,"I returned to Ramen-San six years later without realizing it, now as a plant-based eater and curious to try their Tan-Tan San Ramen ($16), which is as close..."
03RYYSVFM2AxKBkK2tx-tg,Will T.,2024-03-09 12:26:57,5,"Oh my goodness delicious!!
It is fantastic to be able to enjoy an array of flavors and textures and know majority of food is gluten free. Freedom to truly..."
_-ARBLmLK5Yw6Kq4fuVgcA,R G.,2024-01-14 11:10:50,5,"I'm gluten free and seed oil free. Makes me happy there is an indian restaurant option that's both  GF, & SOF ! 

 The fenugreek fish, I was told, was..."
pJyBGGNJRFGHdb3zDlDDrQ,Masaru O.,2023-12-26 21:15:44,5,"I think it's been 12 years since I visited (I no longer live in Houston), but Pondicheri and Indika have been on my radar since their beginnings since I..."
6COu2222SS8PtaFmPEGJiA,Billy L.,2024-02-07 12:17:57,4,"Great location, courteous service, and a hip-looking setting. Love the open bar. The food gets 4 stars though. It's decent, not at all rave worthy though."
REYXbIxHVTjzksyx70yhiw,Cambria P.,2024-03-04 14:11:54,5,10/10 this place is delicious. Went here for a dinner for my 21st and it was divine. I've visited both the post oak and the city centre location and every...
bfR78Ns9BxcHNZoECdHqEQ,Jose M.,2024-02-26 17:24:26,4,The food here is fantastic. Delicious salads. Great pizzas. Very good pasta. Branzino was delish. Desserts on point. I also saw Drake here once. So that was...
gEYZB0e0joiFzngAI1FKZQ,Carlos C.,2024-01-28 16:05:55,5,Great food. Family friendly. Torta was very good. Bang for the buck. Very friendly staff.
TXMXLlgjgKRgmzioakF-8g,Ricardo A.,2024-02-19 07:56:42,5,"Here is a haiku in Spanish. 

Sabores danzan,
En tortillas, bienestar,
Tacos deleitar."
SOGuPDRl3FcQJf2AIgWPeg,Anne Marie O.,2023-12-16 22:58:16,4,"I gave it another chance and decided I'd review it on the third ""second chance"" to see what was the consistent experience and 3 out of 4 times, this place..."
nt1L3a-zJk7V0zRGFb5Esg,Charlene H.,2023-12-16 09:44:27,5,"This place was legit!  The buns were super flavorful and a good amount of food.  The onion rings were okay, a little too greasy for me but a nice crunch.  I..."
YCtUaBYK-V2EmfFc8wVXug,Kevin T.,2024-02-28 08:37:17,4,"The food was pretty good here! I had a few different baos from pork belly to chicken katsu. 
The pork belly could have been a little saltier but the chicken..."
98myyCSXg_StI0MKBkCsiQ,Katy N.,2024-01-05 02:54:26,4,This place was pretty good! they do have several selection of bao to choose from however nothing really sounded tasty aside from bulgogi and pork katsu. I...
hc9A8ZWCatTbV4YlfdjDpQ,Endonezia S.,2024-01-29 10:22:32,5,"I have been to this resturant about 4 times in the past 2 years. 

I love that they have a full bar and the bartenders are really good.

I love the variety..."
pMfTMJc-fy_QlazFsTexuw,Lyndsey M.,2024-02-15 10:05:23,4,The food and drinks are great. They have a full bar and the bartenders are pretty good. Most of the ramen is delicious and the tempura brussel sprouts are a...
3Nf6tRxfUf4C-0mo_y0EJA,Jennifer D.,2024-01-21 18:25:28,3,This place is a total vibe. The servers are nice and the ambiance is perfect for a first date. The portions are big and for both the ramen and the crispy...
fR2o90CBcb5s9PE8pJfGYA,Jackie W.,2023-09-22 10:29:01,5,"My husband and I went to Veda and enjoyed their restaurant week menu. For $20 per person we split a cauliflower appetizer, wings, a shrimp curry and a..."
uXJXj6Vdf_LHix7S5tKz0g,Anusha S.,2024-01-26 06:09:20,2,Food: Ordered takeout of the chicken makhani with garlic naan and chilli naan as well as spinach chaat. This is by far some of the worst Indian food I've...
WHqJA3KlqPm-qVqCIP4_HA,Dennis S.,2024-01-23 18:44:39,3,"I went during restaurant week to check out their 20$ lunch menu. Here's a breakdown of the food:

Spinach chaat: Really solid appetizer that incorporates..."
mQmInCDD_spwuNoQlXSKog,Anne C.,2024-02-13 10:32:13,5,It was our first time visiting Philly and we were recommended to try Barbuzzo and it did not disappoint. We wanted to get the happy hour but were told we...
40VgXbY765jmzPzqz9OTbQ,Ellis M.,2024-02-05 23:53:28,5,"It was a wonderful dining experience. The food was top-notch. We shared all the dishes, and all of them were unreal. They're famous for their pasta and I..."
GUchUL49ARI254_VJczEgA,Chaiyeon L.,2024-02-01 07:27:26,4,"I came here for happy hour and did not get to try their full menu, but my happy hour experience was really good! The happy hour is from 5-6:30pm (at the bar..."
xJ4xzlwcBuG1xHFFIzXuMQ,Ellie M.,2024-02-09 21:15:29,5,"Sarah the hostess was wonderful, I fell and broke my leg upon arrival, and Sarah immediately built a brace and cast out of napkins and silverware while..."
0vevyxmK1u9dCz8wQ6u26w,James B.,2024-02-14 10:21:31,5,"El Vez stands out as a culinary gem, offering a vibrant and unforgettable dining experience. From the moment you step inside, you're greeted by an eclectic..."
BUKQzStdPpl-tOph9kohTg,Crystal L.,2024-02-25 10:52:43,5,If you're looking for a vibrant trendy restaurant. This place def. Meets the mark. From first dates to group gatherings this place is a packed house. The...
Cqhmf0sPXoi41NVMfLUdjw,Colin O.,2024-01-26 13:48:32,4,Great Service. Even better crab rangoons. Highly recommend to anyone in the china town area.
6hhYfz8ZdusszXdT7CTZyw,Meg D.,2024-02-17 09:39:39,5,"*Cash only*

Best pork soup dumplings. Best fried pork soup dumplings. Amazing scallion pancakes. Large menu variety. Fast service. Great prices. Run don't walk"
UykLrbp-Wo4fR5nTRqU_HQ,Zach H.,2024-02-12 09:43:44,3,"In the sprawling culinary landscape of Philadelphia, the quest for dim sum beckoned, guiding us to Dim Sum Garden. A Shanghai-style sanctuary, its..."
oPRkKI2OmpDJZTMGiAaLfw,Elizabeth H.,2024-02-06 14:39:19,5,"What can I say.....
I'd rather be speechless.
Morimoto, Iron Chef, this restaurant was a life list.
And it made my dream come true!!!!

My fiancé surprised..."
r9yrxyvbbHsTAKOhvPlw_w,Germita D.,2024-01-09 15:25:06,5,"I went here for my birthday (treated by my amazing sister), and this place was beautiful. The fusion of futuristic Japanese and avante-garde details was..."
JW9Sub9voqA35alAyzIQlw,Vanessa N.,2024-01-08 07:45:56,5,"Morimoto in Philadelphia is an absolute gem, especially for a memorable New Year's Eve dinner The sophisticated ambiance and impeccable decor set the stage..."
nXnBazIBGqo_KkNOaopKPA,Nil I.,2024-02-01 12:02:15,5,I have been coming here for the past 3 years and the food has consistently delivered above my expectations. They have a big menu and have a lot of...
4dVyygJNDb8_949HLAfw0g,Kakay V.,2024-01-28 11:05:09,5,"Best Indian food the valley.I do take outs at least twice a week.
Quantity and quality are second to none."
yEjCtfs8fsrN4yb0eZfvNw,Tracy P.,2023-05-14 23:29:36,5,"Wow, I was super impressed with the food at this place! I loved everything that we ordered and wouldn't know which one we wouldn't get next time. 

Service..."
ToNtWuuJEvpBqEG6MeOfAg,Swetha H.,2024-02-13 13:00:29,4,Loved the food. Pasta with chicken meatballs was yum. And also eggplant parmigiana tasted so good and new. Dessert was okay.
lROYH3oDymfXX7BjcBvi4A,Andrew L.,2024-01-26 18:24:10,5,My wife and I have been coming for a couple of years now. The slamming cheese whatever ita called is our favorite to start.
E4H-AnxhqWcU1HjE8HZ36Q,Amy E.,2024-01-28 18:58:51,5,"First time there, and was craving pasta.  Choose my own with the Tomaso's Meatball, Parmesean Creme, and the Maflade noodle.  Was delicious and a large..."
55gMEiTFiBQqoqVb0r-HDw,Josh G.,2024-02-11 15:13:53,5,Great food always! Love their new location. Service was quick. Ambiance was great as it is a family style restaurant
hgyKUZiQREqyjd7C-I-fUw,Adam W.,2024-03-03 21:02:40,5,"My favorite place to eat! Best snickerdoodle cookies! 

Great place to grab lunch with my colleagues, never had a bad experience in 20 plus years of going..."
Fz3GLGfny5dGiO7fCT5rqw,Alex R.,2024-01-21 17:09:51,1,"The food here is great , I drive 20 min on the freeway just to grab a plate. Today the service I got was horrible. Not only did they mess up my order, but..."
Ox89nMY8HpT0vxfKGqDPdA,Marc G.,2023-09-25 15:27:46,5,"Classic valley Chinese restaurant. The atmosphere is cozy, the food is delicious with reasonable portions and options.

The service is first rate.

The..."
WcMuU2UAHPeBTeYMVnommA,Anne F.,2023-11-24 19:01:37,1,"I really wanted to like this place. 
Food is below average and reminds me of eating in a cafeteria. 

Restaurant was clean."
rMsB82tk9uOB6JumPMgczg,Brett B.,2023-10-25 21:15:04,3,"For some reason, the duo of Yelp and Google Maps tag teamed us to the opposite side of the freeway, into a school parking lot, maybe?

I may have gone into..."
z2V_NbNyL4tsHFJ6O57EKA,Koby F.,2024-02-09 20:40:57,5,"Came to town and found this place, had the spicy miso ramen, spicy garlic edamame and the spicy tuna crispy rice. Everything was phenomenal, especially our..."
cKkbpujxUwqv_4-lg-0Gww,Bryan S.,2024-03-01 15:32:08,5,"Service was quick and all staff was friendly 
Everything tasted great
Would definitely refer a friend here!!
In a convenient area parking is no issue
10/10..."
gdIuks0ofGU2lzSj-nuCDg,Marianne P.,2024-02-21 19:52:30,5,"I was craving Ramen and decided to try Yutaka Japanese Restaurant. I'm new to the area. 
I ordered the Spicy Miso Ramen with extra Chashu and Gyoza. 
The..."
C8BxURU9wyNMUw13EiDssg,Coral M.,2024-02-14 18:55:59,5,Super tasty! Everything they have it yummy!!! The eggplant  the mushrooms say less. Everytime I'm in the area I have to stop here. Service is really nice too.
ue-JZCJVbxzpTSyQ9Zsh4A,Liz B.,2023-12-20 15:00:45,3,"Lunch Buffet: Arrived at 11:15 (early) to try to get fresh food. Didn't happen - especially with tandoori chicken which was old and dry; I suspect it
was..."
Eh25tMs23mP-q4cO_oEFQA,Angelina W.,2023-12-19 12:01:14,5,Food was delicious. All of it. My favorite is the chicken Marsala. They have fresh naan coming out to the buffet often. Service was great. Continued to fill...
xCXt__pGYQaK3sxtAWk4OQ,Carlton C.,2024-03-02 06:10:41,5,"Trio appetizer was nothing short of delicious.   

Pizza was as close to anything I've had since my Mediterranean trip.  Totally enjoyed it."
jA-vaITXwz5yDUEc3oNetg,Jennifer C.,2024-03-05 08:23:29,4,"Sat on the patio on an incredibly lovely evening with girlfriends!!!  Ordered the Burrata appetizer which can be the whole meal!!!!  Absolutely fresh,..."
3HV_p7xKyV98ZftlTVDHBg,Stephanie A.,2024-03-01 03:48:03,5,"From the moment we walked in, we felt welcomed. Our waitress, Savannah, was so attentive and kind! On top of that, the food was impeccable! We started with..."
CUqXGh7OMfaA6aHwT41XaA,Cora W.,2024-02-17 19:16:41,5,The chicken chipotle is one of the best dishes I have ever tasted. The chicken melts in your mouth and the sauce is creamy and has the perfect amount of...
hqtyOk6RtsCQJqEMuTD-Zw,Cassie P.,2024-01-27 13:17:42,5,My absolute favorite place to eat at when I visit SanAntonio.  I love there signature enchiladas and they're pinarita
dCHyC0r9IdzErNTzQgl0rQ,J Scott R.,2024-01-26 12:46:33,5,"Excellent food, service and atmosphere (inside and outside). Our first choice for Mexican food."
bVdfJwnjZSqO_H7OrQuV5A,Hoa L.,2024-03-02 08:59:22,5,"Stopped by on a weekday for lunch and was welcomed by the friendly staff. Parking lot is a good size and the restaurant itself has pretty good seating, with..."
RnDKcFm8jSZ2gp0c2sVKnA,Deborah B.,2024-02-18 17:25:08,4,"Five star food, three star ambiance. Excellent service. We shared one of their generous dumpling offerings (beef); I had veggie stirfry noodles, and my..."
PxfzIyom6zQPKUCna-Z2Wg,Roger B.,2024-02-12 09:19:13,5,"We finally got to try this place, and we caught it in the sweet spot, after the lunch rush and before dinner time. There's not much seating, but that's not..."
cJv9MtDNRTxlnIQS737y6g,Nayra B.,2024-01-05 03:25:09,5,We went to Wild Goji on New Year's Eve and had a quiet and relaxing meal. The restaurant was still tastefully decorated for Christmas and it wasn't too...
xyg2xLXv9POl9-xxXtkyaQ,Jasmine L.,2024-01-22 07:45:24,4,"Had happy hour here and enjoyed it! Service is great, and the place is clean and casual!

Ordered the NY Sushi pizza because I had never had something..."
JO3qTC7if8s6K_A7q2XW-A,Meikala H.,2023-11-11 14:09:18,3,"I came here on a first date and while my date absolutely loved his sushi, my meal was not the best. I got a bowl with rice and egg but the egg was a lot..."
kosrsPVdXMA2KAKjtb33sg,Steven Alan D.,2024-03-09 03:38:22,5,"As someone who is an Indian food connoisseur, I must say that this is some of the best Indian food in all of San Diego! The stews here are unsurpassed, and..."
9bZLIEwZsUP262-3bOEsnA,Courtney O.,2024-01-16 09:08:53,5,"After returning from a trip to London, we were absolutely craving Indian food. In particular though, looking for black daal (or dal makhani). There are very..."
WT4Y6Ji7LdY8TfjvmzU-EA,Rae A.,2024-01-04 17:48:02,5,"Are you kidding me! I love this place. This was so so good. We came for lunch and there was no one else and ordered the following:
1. Pakoras 
2. Chicken..."
oywB22rw2oyWgskmZKOFsg,Diana N.,2024-03-09 17:13:24,5,We were able to reserve for a Friday dinner for 2 and had an incredible experience dining here. We got seated right away. The ambiance and space: spacious...
xg-rm5rccls-I-FClyweCw,John P.,2024-02-23 19:40:25,2,We went early on a Friday night. Our appetizers were amazing (in particular the roasted brussel sprouts) but our waiter and the kitchen forgot about our...
ZTPTko1eCJ1ClCaKb6OtYg,Brooke T.,2024-02-20 15:22:24,4,"My party had a reservation for dinnertime on a day that was unfortunately understaffed, so we had to wait 30 minutes past our reserved time to be seated...."
-giB3-IKDRWnO5kRwYWOjw,Annie K.,2024-02-23 18:54:59,5,"I really enjoyed my lunch with my mom here. Bf treated us and suggested this place being award winning Mexican and what a great view!!!

There was a company..."
0yrF14nWVAFeI0fG29a63g,Betsy M.,2024-02-06 05:00:33,4,"We recently enjoyed a birthday celebration here, with lovely views of the harbor!  I had already scanned the menu a couple of days before and knew I was..."
xEa9shdw9LQnWjgRd2kx0A,Scott C.,2024-02-02 22:57:47,3,"Prepare to be whelmed. I've never had such a whatever experience before, especially at a Cohn restaurant. Granted, it's been some time since I'd visited one..."
WIrDGwWvAgEVdnnFsq51eg,Alexa S.,2024-02-25 12:18:28,5,"I highly recommend coming here 
The service is amazing and Sydney is awesome waitress would recommend asking for her"
